id,rank,argument,context,stance,topic,Manual 
285,0.368421053,"Autonomous cars are likely to be cheaper to use in the long term than cars are today because you will not have to own one, encouraging people to use motorized transport and increasing pollution",We-should-promote-autonomous-cars,con,Autonomous Cars,1
1993,0.375,"It is immoral to spread diseases to others when it can be avoided. This is similar to assaulting others, even if the eventual damage is small.",Flu-vaccination-should-be-mandatory,pro,Flu Vaccine,1
1990,0.375,"It is illegitimate for the state to mandate that because people have a right to their body. It is illegal for example make someone quit smoking mandatorilly, because that's his basic autonomy.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
3876,0.375,"Some people will get so angery about the subject, that they will stop to take any vaccination and will not vaccinate their children",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
1617,0.375,I object to gambling for religious reasons. Gambling is fundamentally immoral,Gambling-should-be-banned,pro,Gambling,1
2111,0.375,"Legal gambling let the population believe that gambling is fine. Given this, it is hard to cross the line when gambling start to be harmful. Hence, people are much more likely to practice harmful gambling.",Gambling-should-be-banned,pro,Gambling,1
2651,0.375,"Optimism bias means that people do not make a genuine choice. It is much easier and more published to think that they'll win, when the chances are always against them.",Gambling-should-be-banned,pro,Gambling,1
1020,0.375,"Even if we do believe gambling is harmful, there are other ways to avoid its destructive outcomes by institutionalizing and supervising it, for example.",Gambling-should-not-be-banned,con,Gambling,1
1464,0.375,Gambling should not be banned because it is not uniquely harmful to society.,Gambling-should-not-be-banned,con,Gambling,1
1699,0.375,"If people do not know their chances of winning, we can make regulation and force the gambling companies to publish their chances of winning and make sure every gambler knows them.",Gambling-should-not-be-banned,con,Gambling,1
2686,0.375,"People are allowed to harm themselves, for example by smoking, and gambling is no different because it harms the person who gamble alone",Gambling-should-not-be-banned,con,Gambling,1
2913,0.375,"Professional gamblers can make a living from this ""sport"". They become expert at the various games and understand the risk they are taking.",Gambling-should-not-be-banned,con,Gambling,1
4713,0.375,"We do not forbid anything that is addictive. Chocolate is addictive, even seeing series on Netflix is addictive, yet we let people decide on themselves.",Gambling-should-not-be-banned,con,Gambling,1
5326,0.375,"people would to continue gambling illegally, even if it is banned. It is better to keep it legal and regulated.",Gambling-should-not-be-banned,con,Gambling,1
88,0.375,Addictive and causes people to lose a lot of money by buying non stop,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2417,0.375,Online Shopping will Bring solitude and exterminate street commerce,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2492,0.375,Online shopping cause damage to small stop owners whom can't compete Amazon,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2497,0.375,"Online shopping creates more harm, adds to impulsive shopping of unnecessary items.",Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2532,0.375,"Online shopping harms poor people. Online shops sell for a cheap price since less people need to be payed. To compete regual shops must lower prices as well, hence cutting wages.",Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2639,0.375,"Online shops harms their users. The seller is many times hard to reach, or his information is wrong, so when you get a wrong or dysfunctioning product you are unlikely to be compensated.",Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
3685,0.375,"Social media is the future. providing a transparent platform for people to express themselves, much like an op-ed. The advantage is no editor to change the original intent. Bias is expected and should be accounted for.",Social-media-brings-more-good-than-harm,con,Social Media,1
4130,0.375,The internet gives millions of people access to information they would not otherwise have And people who read the news online are not that easy to fool. Especially when you spend a lot of time online,Social-media-brings-more-good-than-harm,con,Social Media,1
4245,0.375,The social nature of social media helps to remove bias from news.,Social-media-brings-more-good-than-harm,con,Social Media,1
4507,0.375,"Use of Social Media is a personal choice, and therefore most negative experiences can be controlled by the individual, and often brings more positive outcomes than bad.",Social-media-brings-more-good-than-harm,con,Social Media,1
5143,0.375,"better way for people to be exposed to politic, so they can be more involved and influence on their country direction.",Social-media-brings-more-good-than-harm,con,Social Media,1
5366,0.375,"social media keep and remind you all of your good experiences, so its help you to remain your satisfaction along your life.",Social-media-brings-more-good-than-harm,con,Social Media,1
101,0.375,"Agreed!! Especially during election season. By not having the human connection, civility, tone and intent are lost. There are more personal attacks.News items need to be vetted and researched very thoroughly.",Social-media-brings-more-harm-than-good,pro,Social Media,1
1799,0.375,"In the current scenario , people active in social media are not very clear of the pro and cons and how it affects their personal life.",Social-media-brings-more-harm-than-good,pro,Social Media,1
1924,0.375,"It's the usual thing. You just hear about the problems, the fakers, the haters, the trolls and analytic scandals, the daily good and positive is of course not popping up in any news.",Social-media-brings-more-harm-than-good,pro,Social Media,1
2037,0.375,It must not be allowed for spreading established evils in the name of free society because its distinct boundary between established right and wrong which makes our human civilization distinct from other animals.,Social-media-brings-more-harm-than-good,pro,Social Media,1
3268,0.375,Social media blurs the lines of privacy where accepted standards for what is acceptable vs. unacceptable have not been fully established.,Social-media-brings-more-harm-than-good,pro,Social Media,1
4189,0.375,"The platforms encourage reducing social interactions to shallow mass messages, creating a lonelier and more disconnected society",Social-media-brings-more-harm-than-good,pro,Social Media,1
4739,0.375,We need to educate ourselves and society in general on productive usage of social media . Its usage can be analogous to weapon like gun which can harm others if given to amateurs.,Social-media-brings-more-harm-than-good,pro,Social Media,1
5343,0.375,"social media allowed extremists to band together and get the feeling that if there are more of them, then their opinion isn't as radical as they thought (KKK, Neo-Nazis, alt-right, etc..)",Social-media-brings-more-harm-than-good,pro,Social Media,1
581,0.375,"Because cryptocurrency is untraceable, the amount of coins in circulation cannot be determined and the market can be flooded at any time.",We-should-abandon-cryptocurrency,con,Cryptocurrency,1
3866,0.375,Some leaders of the vegetarian &amp; vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,We-should-abandon-vegetarianism,con,Cryptocurrency,1
2905,0.375,Processing animals takes more energy than plants for vegetarians and makes global warming worse.,We-should-adopt-vegetarianism,pro,Vegetarianism,1
4758,0.375,We should adopt vegetarianism because raising and slaughtering sentient creatures for pleasure is evil.,We-should-adopt-vegetarianism,pro,Vegetarianism,1
728,0.375,"Children should not be hidden from what the world is really like. Since violence exists, and children are likely to see it in some way in real life, it's better to start with this exposure.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
1743,0.375,Illigel market- in the internet Era of will be hard to implement the ban and kids will still play the games but now without adults knowing about it.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
1751,0.375,In Brown v. Entertainment Merchants Association (2011) the US Supreme Court ruled 7-2 that California could not ban the sale of violent video games to minors.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2385,0.375,None violent games are boring so less kids will play video games and. More of them will go to play outside,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4636,0.375,"Violent video games are protected under free speech which minors should also be able to access, and are an important avenue for minors to self-express themselves.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
5229,0.375,if we will accept this motion its affect the freedom of people to choose what they want to do,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
5166,0.375,even if it will be used for good by athletes. it will make it abanded in socioty and pepole will miss use it becouse they are not in cntron by a doctor like athletes.,We-should-ban-doping-in-sport,con,Doping in Sport,1
4609,0.375,"Violent games can project on childrens chioces wich charecters to idealise in real life, outlaws gang members and more.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
5443,0.375,violent video games tend to be extremly addictive so it is more likely that kids will get addicted to them. the addiction will efect their lives,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
165,0.375,"Any data/information that is readily viewed by other people (public pictures, videos, recordings) should NOT be protected.",We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
2098,0.375,"Laws and regulations have never really helped. They stop the good guys from making good use of information, but do not stop the bad guys from abusing it.",We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
2121,0.375,Legalizing doping represents an adaptation to new technology and is a natural progression of the rules in the same way that sport adapted to better athletic clothing and shoes.,We-should-legalize-doping-in-sport,pro,Doping in Sport,1
4809,0.375,We should legalize doping in sport because adults can make an informed decision with a doctor's help about what is best for them and their body.,We-should-legalize-doping-in-sport,pro,Doping in Sport,1
343,0.375,"Autonomous cars have to deal with ethical issues such as choosing between alternatives who to kill in case of emergency, and it is not clear whom to blame",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
671,0.375,"Car accidents are a major cause of loss of life. Avoiding accidents requires understanding of other peoples' complex behaviour, well beyond current technology. Many people will be killed before autonomous cars can be developed.",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
4018,0.375,The concept of autonomous cars raises not only technical but also social and ethincal questions which have to be answered first before offering the technology to the market.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
4333,0.375,There are too many variables to take into consideration when driving a car that it is unlikely autonomous cars will ever be able to replace a human driver completely.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
2322,0.375,"Most of what we gain from the use of fossil fuel is luxuries. Even if the life in the west will be harmed, it is worth it because of the huge benefits.",We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
5041,0.375,World is largely based on technology. Technology is currently largely based on fossil energy. Banning it would not allow people to properly use technology and urge them to use primitive devices.,We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
5415,0.375,there is no alternative energy source currently - and the interim will cause huge havoc,We-should-not-ban-fossil-fuels,con,Fossil Fuels,1
189,0.375,"As autonomous cars would communicate with each other, roads will be more utilized and transport more cars.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
953,0.375,"Driverless cars remove the cost of the time spent by a driver, which is a natural step in making transportation cheaper.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
4051,0.375,The eventual benefit to mankind is worth the development effort,We-should-promote-autonomous-cars,con,Autonomous Cars,1
4894,0.375,We should not stop the development of autonomous cars rather we should strive to make each and every car autonomous.,We-should-promote-autonomous-cars,con,Autonomous Cars,1
5386,0.375,the autonomous cars will reduce the traffic with their efficiency.,We-should-promote-autonomous-cars,con,Autonomous Cars,1
1795,0.375,"In stead of being a leader, the US is a laggard in regard to implementing regulations and the rights of users to maintain privacy and security of their personal information. I support these laws.",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
2101,0.375,Laws should enforce transparency of how public companies use data. What are the policies? What is being shared or sold? When and what is the nature of a breach or deviation from policies?,We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
266,0.380952381,"Autonomous cars allow to work during the car ride, which thus lowers effective useless time during commuting and thus allows to move to the countryside and stops the negative impacts of urbanization.",We-should-promote-autonomous-cars,con,Autonomous Cars,1
552,0.384615385,Banning gambling could create additional stress on the incarceration system by increasing the number of prisoners.,Gambling-should-not-be-banned,con,Gambling,1
629,0.384615385,"Business is a form of gambling as well as farming (usually more risky) - so no, gambling should not be banned.",Gambling-should-not-be-banned,con,Gambling,1
1173,0.384615385,Freedom to do the things in life at your own risk is a right,Gambling-should-not-be-banned,con,Gambling,1
1345,0.384615385,Gambling is an excellent source of tax revenue. Better to control and tax it than to make it a crime.,Gambling-should-not-be-banned,con,Gambling,1
1894,0.384615385,"Instead of banning gambling, we should train people on how to be more responsible at it, and how to understand the risks and probabilities better.",Gambling-should-not-be-banned,con,Gambling,1
2150,0.384615385,"Like with other addictive substances, such as cigarettes, alcohol, and chocolate, we allow individuals to decide whether or not to enter into a situation where they may lose some control; gambling is no different.",Gambling-should-not-be-banned,con,Gambling,1
4303,0.384615385,"There are lot of unknowns and every decision is a gamble with no ""sure"" bets. No gain without some pain and most discoveries in the world came about with a gamble",Gambling-should-not-be-banned,con,Gambling,1
978,0.384615385,Dwelling on anachronistic nostalgia for the good old days is maladaptive coping mechanism that doesn't help society to attain self-actualization of its members.,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
5242,0.384615385,it's not sensorial and becomes numbing to our senses toward experiences,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
3149,0.384615385,Social Medias can make relatives closer with instant news and photos.,Social-media-brings-more-good-than-harm,con,Social Media,1
3576,0.384615385,Social media is a cheap and always on medium for me to connect with near and dear whenever I wish. How can that bring harm?,Social-media-brings-more-good-than-harm,con,Social Media,1
3792,0.384615385,Social media provides easier access to relatives and friends that were lost out of sight,Social-media-brings-more-good-than-harm,con,Social Media,1
4896,0.384615385,"We should promote the correct usage of social media, rather than banning it or discontinuing it in any way. People should develop the brilliance to use any platform in a constructive way",Social-media-brings-more-good-than-harm,con,Social Media,1
141,0.384615385,Amount of time people spend in face to face conversations is reduced.,Social-media-brings-more-harm-than-good,pro,Social Media,1
1952,0.384615385,It has created a platform for vapid opinion which serves nothing but to dumb down the debate.,Social-media-brings-more-harm-than-good,pro,Social Media,1
2401,0.384615385,Often Social media keeps on giving content of the nature we have seen or sharing. slowly it makes people knowledge and thought process unidimensional . People don't get to analyze both side of a story.,Social-media-brings-more-harm-than-good,pro,Social Media,1
2664,0.384615385,Over use of social media leads to people becoming introverted and unable to converse in real life,Social-media-brings-more-harm-than-good,pro,Social Media,1
2762,0.384615385,People rarely post about the negatives in their life. This leads others to believe their friends' life is all roses and gives a false sense of reality - makes people feel their lives are boring.,Social-media-brings-more-harm-than-good,pro,Social Media,1
2936,0.384615385,"Recent investigations have led Social Media organizations, to admit sharing among other organization social media user information without clear user permission(insufficient privacy laws), and this information used sometimes to misinform users",Social-media-brings-more-harm-than-good,pro,Social Media,1
3164,0.384615385,Social media accounts are not authenticated and anyone's identity can be faked and used to cause harm to a person's reputation,Social-media-brings-more-harm-than-good,pro,Social Media,1
3492,0.384615385,Social media has created a generation that compares themselves to others leading to unhappiness with who you really are,Social-media-brings-more-harm-than-good,pro,Social Media,1
4955,0.384615385,"When the ""book printing technology"" was invented, at first, it had a negative effect on society. How to deal with and draw value of this new technology, proved to be hard and required management and governance.",Social-media-brings-more-harm-than-good,pro,Social Media,1
5076,0.384615385,"You should never post anything on-line that you would not want your mother to read. Careless words can remain on the internet indefinitely, and can cause problems later in life.",Social-media-brings-more-harm-than-good,pro,Social Media,1
2771,0.384615385,People should be given an option to trade without the state monitoring their every move. A lack of alternative to bank/state monitored trading is an unjust harm to privacy.,We-should-adopt-cryptocurrency,pro,Cryptocurrency,1
4168,0.384615385,"The more the privacy law the, more complication in achieving business objective and more complexity in tuning the business process with respect to the law",We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
1754,0.384615385,"In March 2018, the New York Times reported that Uber's self-driving cars required human correction every 13 miles on average, demonstrating that self driving cars are still unreliable .",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
1812,0.384615385,"In unforseen situations the autonomous car would prioritise differently than a driver. eg. kill two pedestrians or the single person in the car, it would probably chose the latter.",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
1970,0.384615385,It is against the freedom about the information and privacy of the people.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
2649,0.384615385,"Only in certain more simplified driving environments would autonomous driven vehicles perform well. Attempting to drive through busy areas (e.g., Times Square in NYC) may overload the autonomous systems sensors.",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
3874,0.384615385,Some people like to smile and wave and have little emotional interactions with other drivers. Machines won't have such emotional interactions and may leave human drivers disappointed.,We-should-limit-autonomous-cars,pro,Autonomous Cars,1
5446,0.384615385,"we, the world humanity, should stop dev of autocars, because it is the part of tech.progress - which must be stopped for us to focus to preserve what we already have.",We-should-limit-autonomous-cars,pro,Autonomous Cars,1
4239,0.384615385,"The sensors in the car have a better field of view. They can be placed so that there are not dead angles, it can see ""all around"" all the time",We-should-promote-autonomous-cars,con,Autonomous Cars,1
5256,0.384615385,it will allow to completely renew the design of vehicles and our experience of transportation,We-should-promote-autonomous-cars,con,Autonomous Cars,1
2815,0.384615385,"Personal data for which we don't think privacy is needed could become important to protect in an unpredictable future. It already happened in the past (e.g. having ""religion"" in a census form).",We-should-support-information-privacy-laws,pro,Information Privacy Laws,1
4377,0.388888889,"There no proves of the vaccination causing any disease or illness, meaning it only benefits anyone getting it.",Flu-vaccination-should-be-mandatory,pro,Flu Vaccine,1
5157,0.388888889,children who get bad experience and wrong impression of shots can end up taking less good care of their own health due to trauma or thinking that shots make them immune to all diseases,Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
1949,0.388888889,"It hard to trust the system, it's new and people could lose a lot of money because of it. No one could know what will happen",We-should-abandon-cryptocurrency,con,Cryptocurrency,1
1534,0.388888889,"Hands free driving cannot be &amp;quot;distracted&amp;quot;, which is a leading cause of accidents in the United States at present",We-should-promote-autonomous-cars,con,Autonomous Cars,1
1082,0.392857143,"Finding a trustworthy enforcement authority is impossible. People mistrust the Federal Government and state and municipal governments do not have the necessary skill and technologies to enforce privacy, even retrospectively.",We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
2693,0.4,"People are likely to feel that they have ""done their part"" and not opt into other vaccinations - which are often more important, as they prevent more severe diseases.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
2726,0.4,"People have a right to decide what to put into their own bodies, the government can't tell me to get a flu shot.",Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
2947,0.4,Religious reasons not to get vaccinated are more important than marginally contributing to herd immunity since the potential for hell is infinite.,Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
4536,0.4,Vaccines can cause allergic reactions that are more dangerous than the flu.,Flu-vaccination-should-not-be-mandatory,con,Flu Vaccine,1
1417,0.4,Gambling may become additive in which case intervention is needed.,Gambling-should-be-banned,pro,Gambling,1
4780,0.4,We should ban gambling because according to most moral and ethical frameworks it is wrong to take advantage of people like casinos do.,Gambling-should-be-banned,pro,Gambling,1
136,0.4,"Although gambling can be an addictive problem for some people, the majority of people can gamble responsibly for entertainment. If we ban gambling because it is a problem for some, should we also ban social media?",Gambling-should-not-be-banned,con,Gambling,1
1361,0.4,"Gambling is free choice / free will. The Constitution protects the preservation of ""liberty"". The Declaration of Independence preserves the right to happiness.",Gambling-should-not-be-banned,con,Gambling,1
1425,0.4,Gambling on a small level gives people hope that they might one day change their lives and that is a positive thing we do not wish to take from people,Gambling-should-not-be-banned,con,Gambling,1
1682,0.4,"If gambling is banned then other 'vices' and potential addictions would also need to be banned such as cigarettes, alcohol, marijuana. how do you implement a ban on just one of these activities?",Gambling-should-not-be-banned,con,Gambling,1
5222,0.4,"if done without risking your own savings, gambling is no different then any other hobby",Gambling-should-not-be-banned,con,Gambling,1
2415,0.4,Online Shopping benefits the costumer who can buy anything from the confort of home,Online-shopping-brings-more-good-than-harm,con,Online Shopping,1
4449,0.4,"To the contrary,it makes shopping more convenient and saves precious mental resources of each individual,so that they are not burdened by superfluous tasks and can use it towards attaining their full potential instead of wasting",Online-shopping-brings-more-good-than-harm,con,Online Shopping,1
2,0.4,- One doesn't interact with other people as much. -You don't get to inspect the object physically. - Phishing scams or other malware attacks. - Relying on others for delivery.,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
1937,0.4,It consolidates the number of retailers reducing competition in the market place. Amazon is a prime example of this.,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2454,0.4,Online shopping appeals to people's impulses and gets people to spend more money than they would if they had to physically enter a store to buy things.,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2484,0.4,Online shopping brings with it more traffic due to the many home deliveries which need to be performed.,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2569,0.4,"Online shopping is easy and so accessible to children, who's understanding of money in general, and abstract money particularly, is little at best and promote squandering in children and bad consumer habits.",Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
2579,0.4,Online shopping is not good because it is likely to generate more returns as consumers can not touch or feel the goods before they buy them,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
4337,0.4,"There is a big competition to sell products for a very cheap price. Competition is unsupevised, low prices are determined on the expense of the workers anf thus abusing their work.",Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
4503,0.4,Untrustful stores selling poor quality products to the customer,Online-shopping-brings-more-harm-than-good,pro,Online Shopping,1
1641,0.4,"I would say social media has open a stream of opportunities , you can get career paths or you can get job updates.",Social-media-brings-more-good-than-harm,con,Social Media,1
2082,0.4,Keeps people in touch in ways they weren't able to before.,Social-media-brings-more-good-than-harm,con,Social Media,1
2958,0.4,Research shows that the number of social connections one has is directly related to one's happiness and social media increases connections online.,Social-media-brings-more-good-than-harm,con,Social Media,1
3381,0.4,Social media cuts down on gas because people don't have to leave their house to interact.,Social-media-brings-more-good-than-harm,con,Social Media,1
3566,0.4,Social media increases the quality and quantity of communication thereby making us connect with more people and have more communication which otherwise personal communication may not provide thus brings more good than harm.,Social-media-brings-more-good-than-harm,con,Social Media,1
3653,0.4,"Social media is great to connect but then there need to restrictions for example when we send a friend request may it should have us fill details like why are befriending, have the reply analyzed.",Social-media-brings-more-good-than-harm,con,Social Media,1
5248,0.4,it is a stage for people who don't Necessarily had a chance before to shine and showcase their tallent whrether its a swedish guy uploading videos on youtube or a talented foreign singer,Social-media-brings-more-good-than-harm,con,Social Media,1
5334,0.4,"save time in your work. you can do more missions because you can easily connect withe people that you need to connect with, or people that can help you.",Social-media-brings-more-good-than-harm,con,Social Media,1
98,0.4,Against this group of people who misrepresent and misbehave online is a group of people who have finally found individuals with similar mindsets.,Social-media-brings-more-harm-than-good,pro,Social Media,1
172,0.4,"Any inventions comes devil. Up to the community to define and encourage the use. when wheel was invented, it helped sick have mobility without depending on others. Same wheel helped arrogant tribes expand their empire/bring bad.",Social-media-brings-more-harm-than-good,pro,Social Media,1
1177,0.4,"From the first day you start using Social Media, nothing will ever get forgotten of what you will post, like, or what you will simply click on. Frightening !",Social-media-brings-more-harm-than-good,pro,Social Media,1
1789,0.4,"In social media you only see what people you ""liked"" or ""friended"" posted, creating echo-chambers of similar minded people and ideas, leading to more extremism and division in society.",Social-media-brings-more-harm-than-good,pro,Social Media,1
2022,0.4,It is time consuming to filter through the social media and harvest something useful.,Social-media-brings-more-harm-than-good,pro,Social Media,1
2042,0.4,It seems impossible to stop the preadolescent child's need to be connected to his friends through Social Networks. The child's brain begins to undergo a series of transformations and need to be part of a group,Social-media-brings-more-harm-than-good,pro,Social Media,1
2329,0.4,"Most people have a point of view and do not invest effort in obtaining diverse facts &amp; reasoning on the topic, nor apply their own reasoning.",Social-media-brings-more-harm-than-good,pro,Social Media,1
2349,0.4,Need to have you alert hat ON for all the fake news that inhabits the space,Social-media-brings-more-harm-than-good,pro,Social Media,1
3369,0.4,Social media creates an expectation that you will always be available,Social-media-brings-more-harm-than-good,pro,Social Media,1
3460,0.4,Social media gives extremists a place where they can express their hateful ideas without being contested. that's because of the artificial bubble social media creates in which people see only what they want to see,Social-media-brings-more-harm-than-good,pro,Social Media,1
3726,0.4,Social media makes people dumb. They lose contact with the real world.,Social-media-brings-more-harm-than-good,pro,Social Media,1
3767,0.4,"Social media promotes extremism, since it gets more likes and shares. It enlarges every conflicts and creates very negative discussion that later affect real life issues.",Social-media-brings-more-harm-than-good,pro,Social Media,1
3837,0.4,Social media were designed to help people to stay connected. Their abuse ultimately drives people away.,Social-media-brings-more-harm-than-good,pro,Social Media,1
3922,0.4,Students who used social media while studying scored 20% lower on tests and college students' grades dropped 0.12 points for every 93 minutes above the average 106 minutes spent on Facebook per day.,Social-media-brings-more-harm-than-good,pro,Social Media,1
799,0.4,Cryptocurrency is born of the dark web and has no insurance against loss.,We-should-abandon-cryptocurrency,con,Cryptocurrency,1
1546,0.4,Helps political opposition organize and defy malevolent governments by discrete wire transfers,We-should-abandon-cryptocurrency,con,Cryptocurrency,1
2238,0.4,"Many religions require the consumption of meat on certain holy days, making enforced vegetarianism a violation of religious freedom.",We-should-abandon-vegetarianism,con,Cryptocurrency,1
1531,0.4,"Growing meat is harmful for the environment, due to the high consumption of food and water.",We-should-adopt-vegetarianism,pro,Vegetarianism,1
731,0.4,"Children will be exposed to violence at some point in their life. It’s better when they have adults to consult with, rather than them having to deal with it on their own",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
773,0.4,"Correlation is not causation; the most violent children across America eat ice cream, but no one claims we should ban the sale of ice cream to minors.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
2919,0.4,Proper guidance can keep the notion that a game is just a game in the forethought of young minds in development. Eg: I've never hit any one with a frying pan because Bugs Bunny did.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4237,0.4,The sale of violent video games are already limited to minors. Perhaps we need more oversight on the ratings games receive but that's all.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4668,0.4,"Violent video games reduce crime, because they keep teenagers off the streets.",We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
4730,0.4,We must be prepared for hordes of minors chasing up us with shovels through the streets if we don't provide them with conduits through which they can give way to the devil who inhabits them.,We-should-allow-the-sale-of-violent-video-games-to-minors,con,Violent Video Games,1
577,0.4,"Baseball players using chewing tobacco influenced kids to use it, too; imagine the consequences of kids seeing their idols taking performance enhancing drugs.",We-should-ban-doping-in-sport,con,Doping in Sport,1
2383,0.4,Non professional athletes may over dope them self's in order to become better athletes.,We-should-ban-doping-in-sport,con,Doping in Sport,1
3899,0.4,Sports are likely to be viewed less and create less excitement and inspiration when athletes aren't seem as having capabilities that audiences can aspire to.,We-should-ban-doping-in-sport,con,Doping in Sport,1
4117,0.4,"The increased demand to these drugs will increase prices, which can mean that from now on the rich will have a permanent advantage over the poor.",We-should-ban-doping-in-sport,con,Doping in Sport,1
4375,0.4,There may be significant health risks to atheletes who engage in doping,We-should-ban-doping-in-sport,con,Doping in Sport,1
4977,0.4,"While making anything legal will reduce the crime rates, that applies to legalizing murder; all countries have a responsibility to stop people from doing actions that hurt society.",We-should-ban-doping-in-sport,con,Doping in Sport,1
5389,0.4,the costs of rehabilitating all the athletes and all the drugs addicts that will comefrom this mostion will be on the people of the country and it is unfair for them.,We-should-ban-doping-in-sport,con,Doping in Sport,1
5137,0.4,banning fossil fuels will reduce the power of extremely strong lobbies in countries,We-should-ban-fossil-fuels,pro,Fossil Fuels,1
5227,0.4,"if we don't ban fossil fuels, the world will become uninhabitable. people in the future have rights, and we must protect those as well",We-should-ban-fossil-fuels,pro,Fossil Fuels,1
570,0.4,"Banning the sale of violent video games would reduce access. If a minor does not fit within the intended audience, they should be denied purchase. Alcohol is not served if certain criteria is not met.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4081,0.4,The games tend to disregard war conventions and causes the youth to believe in a world where wars are likely and have different rules than in reality.,We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4621,0.4,"Violent video game educates children that violent itself is not wrong way to solve problem. Moreover, it teaches children that violent is one of the way to satisfy their desire.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
4763,0.4,"We should also control that adults are not giving the violent games to minors, what they often do, there must always be a control.",We-should-ban-the-sale-of-violent-video-games-to-minors,pro,Violent Video Games,1
1828,0.4,Individuals have no inherent right to privacy and no granted right under the United States Constitution.,We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
2662,0.4,Over the last two decades all people being online have opened up their lives to the web - to companies and total strangers. Not much has happened to most of us. Why bother now?,We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
2881,0.4,"Privacy laws is a means of protecting someone interest, but most of the time, used to protect someone bad activities. And law is always depends on it's implementation and control, which can't be fully controlled.",We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
3018,0.4,"Sharing personal information leaves more tracks. If you didn't do anything illegal or immoral, what do you have to be afraid of? Rather, personal information made public can help police and track criminals.",We-should-discourage-information-privacy-laws,con,Information Privacy Laws,1
178,0.4,Anybody entering the field is willing to accept injuries on both the short & long terms to accomplish things while in their careers; the risks of doping are no different.,We-should-legalize-doping-in-sport,pro,Doping in Sport,1
