topic,retrievedUrl,archivedUrl,sentenceHash,sentence,annotation,set,annotation_real
death penalty,http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,http://web.archive.org/web/20160319233007if_/http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,f196dfcfa93fe600f6c87fb8ada0dd6e,"If murderers are sentenced to death and executed , potential murderers will think twice before killing for fear of losing their own life .",Argument_for,train,Argument_for
death penalty,http://2016election.procon.org/view.answers.election.php?questionID=002042,http://web.archive.org/web/20161014173953/http://2016election.procon.org/view.answers.election.php?questionID=002042,700c3d7160fe2e060cdf8d59f1b585fc,"And I support the death penalty and will continue to do that , because a lot of times , families want closure when they see justice done.",Argument_for,train,Argument_for
death penalty,http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,http://web.archive.org/web/20160319233007if_/http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,4e429f0a7c8e7025b33a6491f283e04a,"The majority of Americans who support the death penalty believe , or wish to believe , that legitimate factors such as the violence and cruelty with which the crime was committed , a defendant 's culpability or history of violence , and the number of victims involved determine who is sentenced to life in prison and who receives the ultimate punishment .",Argument_for,train,Argument_for
death penalty,https://www.amnesty.org/en/what-we-do/death-penalty/,http://web.archive.org/web/20161015035359/https://www.amnesty.org/en/what-we-do/death-penalty/,90c2746bad559e4f33a5873d60451378,Countries who execute commonly cite the death penalty as a way to deter people from committing crim e .,Argument_for,train,Argument_for
death penalty,http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,http://web.archive.org/web/20160319233007if_/http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,37c66fb259fe6233b968992a18909a6b,Threats and punishments are necessary to deter and deterrence is a sufficient practical justification for them .,Argument_for,train,Argument_for
death penalty,http://www.pbs.org/wgbh/pages/frontline/angel/procon/greenbergarticle.html,http://web.archive.org/web/20160506190902/http://www.pbs.org:80/wgbh/pages/frontline/angel/procon/greenbergarticle.html,f6ee4a0bb1b80e16dd5a2d0e75a8efb0,"Retribution is also said to have another utilitarian by-product distinct from a Kantian eye-for-an-eye justification : it satisfies demands for vengeance , preventing retaliatory killing .",Argument_for,train,Argument_for
death penalty,http://listovative.com/5-pros-and-5-cons-of-capital-punishment/,http://web.archive.org/web/20160505234317/http://listovative.com:80/5-pros-and-5-cons-of-capital-punishment,41e52f37e9f52d930ea03b2d6903e31d,The best method to prevent a person from doing crime is to show him the fear of consequences of his actions .,Argument_for,train,NoArgument
death penalty,http://civilliberty.about.com/od/capitalpunishment/tp/Arguments-for-Death-Penalty.htm,http://web.archive.org/web/20161012105401/http://civilliberty.about.com/od/capitalpunishment/tp/Arguments-for-Death-Penalty.htm,5e0ecca4c8852303302c8a87af28e662, The death penalty is cheaper than feeding a murderer for life . ,Argument_for,train,Argument_for
death penalty,http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,http://web.archive.org/web/20160319233007if_/http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,85105bcc98e14511fe18b94acea87ac1,"Abolitionists appear to value the life of a convicted murderer or , at least , his non-execution , more highly than they value the lives of the innocent victims who might be spared by deterring prospective murderers .",Argument_for,train,Argument_for
death penalty,http://www.americamagazine.org/issue/100/ten-reasons-oppose-death-penalty,http://web.archive.org/web/20160508012028/http://americamagazine.org:80/issue/100/ten-reasons-oppose-death-penalty,ba6a865da7f5da598b7888eea4564f03,"It can be argued , of course , that if executions become as widespread and frequent as proponents of the death penalty hope , the publicity for each murderer will decline .",Argument_for,train,Argument_for
death penalty,http://abcnews.go.com/US/scotus-hears-arguments-death-penalty-case/story?id=42593009,http://web.archive.org/web/20161105162329/http://abcnews.go.com/US/scotus-hears-arguments-death-penalty-case/story?id=42593009,43ba048e1238a69ed89f313c8bcce72a,"Bucks attorney , Christina Swarns , told the Justices today that Duane Buck was condemned to death after his own court-appointed trial attorneys knowingly introduced an expert opinion that he was more likely to commit criminal acts of violence in the future because he is black .",Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,8d6c74b18dfb6a9a3b7887ed78353f70,"Paradoxically , the cost of capital punishment takes away funds that could be used to enhance public safety .",Argument_against,train,Argument_against
death penalty,http://www.americamagazine.org/issue/100/ten-reasons-oppose-death-penalty,http://web.archive.org/web/20160508012028/http://americamagazine.org:80/issue/100/ten-reasons-oppose-death-penalty,5c508062caf7fe59e89c5dced9e62a14,"Albert Camus , an opponent of capital punishment , said : "" We know enough to say that this or that major criminal deserves hard labor for life .",Argument_against,train,NoArgument
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,2db01432107827cc3ed4000f94e603fe,Many murder victims do not support state-sponsored violence to avenge the death of their loved one .,Argument_against,train,NoArgument
death penalty,http://www.huffingtonpost.com/radley-balko/death-penalty-support-america_b_984931.html,http://web.archive.org/web/20160324230946/http://www.huffingtonpost.com/radley-balko/death-penalty-support-america_b_984931.html,cda6ee316823d5a5c9ff232bef42a000,"Adhering to protocols like ensuring the specified number of guards walk the condemned man from his cell to the death chamber , that his last meal is delivered promptly at 6 p.m. , or that he 's clean-shaven for his execution seem farcical when states have tried to execute a man whose court-appointed attorney slept through the trial , or whose prosecutor and judge did n't disclose that they 'd had an affair , or whose DNA was not compared to that found at the crime scene .",Argument_against,train,Argument_against
death penalty,https://www.amnesty.org.au/5-reasons-some-people-think-the-world-needs-the-death-penalty/,http://web.archive.org/web/20161017012626/https://www.amnesty.org.au/5-reasons-some-people-think-the-world-needs-the-death-penalty/,64a2b58a0620ef95a62299b0560ff4e5,"Yes , thats right the amount of time and money spent on taking a persons life is greater than keeping them in prison .",Argument_against,train,NoArgument
death penalty,http://www.pbs.org/wgbh/pages/frontline/angel/procon/greenbergarticle.html,http://web.archive.org/web/20160506190902/http://www.pbs.org:80/wgbh/pages/frontline/angel/procon/greenbergarticle.html,746dcc3f20844870ccd819ace0887d07,"Moreover , it has been employed almost exclusively in a few formerly slave-holding states , and there it has been used almost exclusively against killers of whites , not blacks , and never against white killers of blacks .",Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,8efc139135cb151d9d4b9444401a222a,Governments worldwide have often attempted to justify their lethal fury by extolling the purported benefits that such killing would bring to the rest of society .,Argument_against,train,Argument_against
death penalty,http://civilliberty.about.com/od/capitalpunishment/tp/Arguments-for-Death-Penalty.htm,http://web.archive.org/web/20161012105401/http://civilliberty.about.com/od/capitalpunishment/tp/Arguments-for-Death-Penalty.htm,37fe12549721f2b078bfc80f7c6e5079,The State of California could reduce expenses by $ 1 billion over the next five years by abolishing capital punishment and commuting death row sentences to life imprisonment without parole .,Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,b62be1225aa8744490c499a6030e898a,A murder trial normally takes much longer when the death penalty is at issue than when it is not .,Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,aed1982994919236251949167249ae40,"Threatening capital punishment leaves the underlying causes of crime unaddressed , and ignores the many political and diplomatic sanctions ( such as treaties against asylum for international terrorists ) that could appreciably lower the incidence of terrorism .",Argument_against,train,Argument_against
death penalty,http://civilliberty.about.com/od/capitalpunishment/tp/Arguments-for-Death-Penalty.htm,http://web.archive.org/web/20161012105401/http://civilliberty.about.com/od/capitalpunishment/tp/Arguments-for-Death-Penalty.htm,c2830d3bbbb87a8db40b5c4209428e45,"There 's no way around it : capital punishment is extremely expensive , and will remain so for as long as the Supreme Court takes the Eighth Amendment seriously .",Argument_against,train,Argument_against
death penalty,http://www.capitalpunishmentuk.org/thoughts.html,http://web.archive.org/web/20160423195505/http://www.capitalpunishmentuk.org:80/thoughts.html,f1b6f2ca3ceb2b2a49f5dd52b85d59ca,"Electrocution can cause a quick death when all goes well , but seems to have a greater number of technical problems than any other method , often with the most gruesome consequences .",Argument_against,train,Argument_against
death penalty,https://www.amnesty.org/en/what-we-do/death-penalty/,http://web.archive.org/web/20161015035359/https://www.amnesty.org/en/what-we-do/death-penalty/,2903b081d709a9ec351262c1f676b7be,Sentencing someone to death denies them the right to life enshrined in the Universal Declaration of Human Rights .,Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,69565930a9acd0138061a4102bb9451c,"If , however , severe punishment can deter crime , then permanent imprisonment is severe enough to deter any rational person from committing a violent crime .",Argument_against,train,Argument_against
death penalty,http://www.huffingtonpost.com/radley-balko/death-penalty-support-america_b_984931.html,http://web.archive.org/web/20160324230946/http://www.huffingtonpost.com/radley-balko/death-penalty-support-america_b_984931.html,7c1bb4818b4fb918663edd73ce7fb36e,But it 's important to bear in mind that the desire for retributive justice can easily ( and often does ) bleed into vengeance .,Argument_against,train,Argument_against
death penalty,http://www.deathpenaltyinfo.org/public-opinion-about-death-penalty,http://web.archive.org/web/20140215092429/http://www.deathpenaltyinfo.org/public-opinion-about-death-penalty,5c681d56417d83e85a8780c9ad49145d,The money spent to preserve this failing system could be directed to effective programs that make society safer .,Argument_against,train,Argument_against
death penalty,https://www.amnesty.org.au/5-reasons-some-people-think-the-world-needs-the-death-penalty/,http://web.archive.org/web/20161017012626/https://www.amnesty.org.au/5-reasons-some-people-think-the-world-needs-the-death-penalty/,d6a26d1303848893b83c41b00ae0c39a,"Regardless of the country , a fair criminal justice system does not mean an infallible one errors can and do occur .",Argument_against,train,Argument_against
death penalty,http://www.pbs.org/wgbh/pages/frontline/angel/procon/greenbergarticle.html,http://web.archive.org/web/20160506190902/http://www.pbs.org:80/wgbh/pages/frontline/angel/procon/greenbergarticle.html,53acd67afce1821f664e0f7bcd66852f,"Because of the goals that our criminal justice system must satisfy - deterring crime , punishing the guilty , acquitting the innocent , avoiding needless cruelty , treating citizens equally , and prohibiting oppression by the state - America simply does not have the kind of capital punishment system contemplated by death penalty partisans .",Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,7c03f15dd9c3ab16372c6e9a732840de,Politicians who preach the desirability of executions as a method of crime control deceive the public and mask their own failure to identify and confront the true causes of crime .,Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,76bd6f2100d9b28797a50d620753987b,"The benefits of capital punishment are illusory , but the bloodshed and the resulting destruction of community decency are real .",Argument_against,train,Argument_against
death penalty,http://www.pbs.org/wgbh/pages/frontline/angel/procon/greenbergarticle.html,http://web.archive.org/web/20160506190902/http://www.pbs.org:80/wgbh/pages/frontline/angel/procon/greenbergarticle.html,f090d351f18748986bc75a2e460ab882,"But while such a condition may or may not be tolerable when it results in imprisonment , it hardly justifies killing convicts .",Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,46eb601a7829aa9c07565b7aa48ec79a,"Furthermore , the death penalty is a futile threat for political terrorists , like Timothy McVeigh , because they usually act in the name of an ideology that honors its martyrs .",Argument_against,train,Argument_against
death penalty,http://www.pbs.org/wgbh/pages/frontline/angel/procon/greenbergarticle.html,http://web.archive.org/web/20160506190902/http://www.pbs.org:80/wgbh/pages/frontline/angel/procon/greenbergarticle.html,1660ffefe39861264e4d8dcae7fdc865,"I can not reconcile an erratic , racially and regionally biased system of executions with my understanding of the core values of our legal order .",Argument_against,train,Argument_against
death penalty,http://www.cnn.com/2015/07/17/opinions/holloway-death-penalty-future/,http://web.archive.org/web/20160504094623/http://www.cnn.com:80/2015/07/17/opinions/holloway-death-penalty-future,f6af35071e2ba6ef8196739769fe8f87,"The bottom line is this : While the death penalty is neither "" cruel , "" when taking into account the cruelty so often inflicted on the victim , nor "" unusual , "" in that it has been around for millennia , there are simply too many practical reasons for states to curtail or abandon their use of the death penalty .",Argument_against,train,Argument_against
death penalty,http://listovative.com/5-pros-and-5-cons-of-capital-punishment/,http://web.archive.org/web/20160505234317/http://listovative.com:80/5-pros-and-5-cons-of-capital-punishment,f99455faff3bd550b1384cf3380658b2,"Instead , convicts should be awarded life imprisonment and they should be tortured during this punishment so that they never even dream to repeat any such act .",Argument_against,train,Argument_against
death penalty,http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,http://web.archive.org/web/20160319233007if_/http://deathpenaltycurriculum.org/student/c/about/arguments/arguments.PDF,700b992c870d36a1b7c51bcbbab27855,"The factors that determine who will live and who will die -- race , sex , and geography -- are the very same ones that blind justice was meant to ignore .",Argument_against,train,Argument_against
death penalty,http://uspolitics.about.com/od/deathpenalty/i/death_penalty_2.htm,http://web.archive.org/web/20160417055325/http://uspolitics.about.com/od/deathpenalty/i/death_penalty_2.htm,35dbad7f60578b6e1ada94b48660a4b9,"According to Gallup , most Americans believe that the death penalty is a deterrent to homicide , which helps them justify their support for capital punishment .",Argument_against,train,Argument_against
death penalty,https://www.aclu.org/other/case-against-death-penalty,http://web.archive.org/web/20161025012714/https://www.aclu.org/other/case-against-death-penalty,e58aa982ed47e4c79dfdc36164f14867,"Furthermore , there are documented cases in which the death penalty actually incited the capital crimes it was supposed to deter .",Argument_against,train,Argument_against
death penalty,http://aclu.procon.org/view.answers.php?questionID=000735,http://web.archive.org/web/20140803073613/http://aclu.procon.org/view.answers.php?questionID=000735,3e76b6df2081915f35ba522241ae51e7,"Furthermore , we hold that the state should not arrogate unto itself the right to kill human beings - especially when it kills with premeditation and ceremony , in the name of the law or in the name of its people , or when it does so in an arbitrary and discriminatory fashion .",Argument_against,train,Argument_against
death penalty,http://www.criminaljusticedegreeschools.com/criminal-justice-resources/criminal-justice-capital-punishment-focus/,http://web.archive.org/web/20160402104247/http://www.criminaljusticedegreeschools.com/criminal-justice-resources/criminal-justice-capital-punishment-focus/,7c3633481c7affe2b2ffa28993709ea4,"Those who oppose capital punishment believe , first and foremost , that any person , including the government , has no right to take a life for any reason .",Argument_against,train,NoArgument
death penalty,http://www.capitalpunishmentuk.org/thoughts.html,http://web.archive.org/web/20160423195505/http://www.capitalpunishmentuk.org:80/thoughts.html,e2447b03008e2ccd3c0d2dd92a2cb417,"Lethal injection may appear to be more humane than other methods to those who have to administer and witness it , but it is a very slow process .",Argument_against,train,Argument_against
death penalty,http://www.americamagazine.org/issue/100/ten-reasons-oppose-death-penalty,http://web.archive.org/web/20160508012028/http://americamagazine.org:80/issue/100/ten-reasons-oppose-death-penalty,b794352d2d07eb927831526af95dc42e,"While the death penalty undoubtedly deters some would-be murderers , there is evidence that it encourages others  especially the unstable who are attracted to media immortality like moths to a flame .",Argument_against,train,Argument_against
death penalty,http://aclu.procon.org/view.answers.php?questionID=000735,http://web.archive.org/web/20140803073613/http://aclu.procon.org/view.answers.php?questionID=000735,f6f6e5775be2ba935e0724321c6ed060,"Capital punishment is an intolerable denial of civil liberties , and is inconsistent with the fundamental values of our democratic system .",Argument_against,train,Argument_against
death penalty,http://usliberals.about.com/od/deathpenalty/i/DeathPenalty_2.htm,http://web.archive.org/web/20160801180757/http://usliberals.about.com/od/deathpenalty/i/DeathPenalty_2.htm,82ed1edb5f82f0332345dcd8283adbc5,"Some faith groups , such as the Roman Catholic Church , oppose the death penalty as not being "" pro-life.",Argument_against,train,Argument_against
death penalty,http://www.americamagazine.org/issue/100/ten-reasons-oppose-death-penalty,http://web.archive.org/web/20160508012028/http://americamagazine.org:80/issue/100/ten-reasons-oppose-death-penalty,98351850668523593ef77ba4ca091bc8,"Because of DNA testing and the admirable "" innocence projects "" around our country , such people today are more likely to be exonerated while on death row instead of after execution .",Argument_against,train,Argument_against
death penalty,http://aclu.procon.org/view.answers.php?questionID=000735,http://web.archive.org/web/20140803073613/http://aclu.procon.org/view.answers.php?questionID=000735,225931c465e4fc0eade4fd6371f985b1,"Therefore , through litigation , legislation , commutation and by helping to foster a renewed public outcry against this barbarous and brutalizing institution , we strive to prevent executions and seek the abolition of capital punishment.",Argument_against,train,Argument_against
death penalty,https://www.amnesty.org.au/5-reasons-some-people-think-the-world-needs-the-death-penalty/,http://web.archive.org/web/20161017012626/https://www.amnesty.org.au/5-reasons-some-people-think-the-world-needs-the-death-penalty/,347b2bee4b2ab6fea49899c39967fc59,"We know that the death penalty is applied overwhelmingly to the working class , ethnic minorities and other marginalised groups .",Argument_against,train,Argument_against
death penalty,http://uspolitics.about.com/od/deathpenalty/i/death_penalty_2.htm,http://web.archive.org/web/20160417055325/http://uspolitics.about.com/od/deathpenalty/i/death_penalty_2.htm,79afe11a8d4daecfdaeca05090ea2128,The region of the county with the greatest number of executions -- the South -- is the region with the largest murder rates .,Argument_against,train,NoArgument
death penalty,http://www.deathpenalty.org/article.php?id=56,http://web.archive.org/web/20160430173645/http://deathpenalty.org:80/article.php?id=56,356474c3caa07d2338ca2e7f2aa7d81c,Life without parole provides certain punishment without the endless reopening of wounds .,Argument_against,train,Argument_against
death penalty,http://www.commondreams.org/views/2014/07/15/kill-death-penalty-10-arguments-against-capital-punishment,http://web.archive.org/web/20160502175706/http://www.commondreams.org:80/views/2014/07/15/kill-death-penalty-10-arguments-against-capital-punishment,d227fe4ec837d1e99f7038ec909e82c2,"Homicide rates tend to increase around the time of executions , due to legitimation , desensitization , and imitation .",Argument_against,train,Argument_against
death penalty,http://www.nytimes.com/2016/08/03/us/dylann-roof-death-penalty.html,http://web.archive.org/web/20160816171147/http://www.nytimes.com/2016/08/03/us/dylann-roof-death-penalty.html,6cc9d67c6c337dfaf0fe69e5610e40f9,"But they argued that the death penalty itself is unconstitutional , and that therefore no one can be lawfully sentenced to death or executed under it , no matter what his crimes . ",Argument_against,train,Argument_against
gun control,http://listverse.com/2013/12/12/10-arguments-against-gun-control/,http://web.archive.org/web/20160616054535/https://listverse.com/2013/12/12/10-arguments-against-gun-control/,e8163c6c903b9316ea45a1b5173e338b,There are still at least 3 million assault rifles out there .,NoArgument,train,NoArgument
gun control,http://2016election.procon.org/view.answers.election.php?questionID=002023,http://web.archive.org/web/20161015162943/http://2016election.procon.org/view.answers.election.php?questionID=002023,ddbe265986d78d6f5724c8b2c6901db4,I supported permitting the concealed carry of handguns in New Mexico .,NoArgument,train,NoArgument
gun control,https://www.amazon.com/War-Guns-Yourself-Against-Control/dp/1621575802,http://web.archive.org/web/20161028113301/https://www.amazon.com/War-Guns-Yourself-Against-Control/dp/1621575802,013f7d8089956ce2b86f8384d803c1c5,You say you just finished a book on the Iraq war .,NoArgument,train,NoArgument
gun control,http://www.studentofthegun.com/blog/2015/10/smashing-the-gun-control-argument-in-3-easy-steps/,http://web.archive.org/web/20160928020527/http://www.studentofthegun.com/blog/2015/10/smashing-the-gun-control-argument-in-3-easy-steps/,ca919aa3e5539d150c1c6a099382b284,Does the tool used for self-defense have any bearing on whether or not the defense was justified ?,NoArgument,train,NoArgument
gun control,http://www.newyorker.com/news/daily-comment/six-snowballs-thrown-in-the-gun-control-debate-gopnik,http://web.archive.org/web/20160421021353/http://www.newyorker.com:80/news/daily-comment/six-snowballs-thrown-in-the-gun-control-debate-gopnik?,653ae3dbc56b86c7d3fd4be23205be46,"Justice John Paul Stevens , appointed by a Republican President , in a dissent joined by three other justices , rightly found this view astounding and radical , writing that the Constitution speaks only to gun ownership within the context of a militia .",NoArgument,train,NoArgument
gun control,http://www.nytimes.com/interactive/2015/10/07/us/gun-control-explained.html,http://web.archive.org/web/20161006200011/http://www.nytimes.com/interactive/2015/10/07/us/gun-control-explained.html,859b9f21b7c9f97a68bff086605847ad,What are the arguments against gun control ?,NoArgument,train,NoArgument
gun control,http://www.theatlantic.com/magazine/archive/2012/12/the-case-for-more-guns-and-more-gun-control/309161/,http://web.archive.org/web/20160512215933/http://www.theatlantic.com:80/magazine/archive/2012/12/the-case-for-more-guns-and-more-gun-control/309161/,3b1c6ff0c2748908c7bd7a6b62f65323,"After the Aurora shooting , gun-control activists who expected politicians to rise up in outrage were quickly disappointed .",NoArgument,train,NoArgument
gun control,https://www.amazon.com/War-Guns-Yourself-Against-Control/dp/1621575802,http://web.archive.org/web/20161028113301/https://www.amazon.com/War-Guns-Yourself-Against-Control/dp/1621575802,c1908138a8b964a4617d5ee7ba52ef4f,What makes him so invaluable is his ability to go beyond philosophical arguments and to engage opponents of gun ownership on the facts .,NoArgument,train,NoArgument
gun control,http://www.prnewswire.com/news-releases/pros-and-cons-of-gun-control-debated-by-prominent-experts-in-new-proconorg-website-300114611.html,http://web.archive.org/web/20160414110850/http://www.prnewswire.com:80/news-releases/pros-and-cons-of-gun-control-debated-by-prominent-experts-in-new-proconorg-website-300114611.html,2174a23cb40165317044efb806f4fc17,We hope the information provided here can help our millions of readers weigh the pros and cons for themselves and draw their own conclusions about gun control.,NoArgument,train,NoArgument
gun control,http://reason.com/archives/2013/07/18/why-second-amendment-supporters-are-righ,http://web.archive.org/web/20160508032850/http://reason.com:80/archives/2013/07/18/why-second-amendment-supporters-are-righ,60b6146d6a7f3a3db1a897e93f9f78a8,"As for long-guns , the most common long gun carried in law enforcement vehicles and SWAT teams is the AR-15 [ type ] rifle along with multiple 30 round magazines .",NoArgument,train,NoArgument
gun control,http://www.nbcnews.com/video/nightly-news/50403374,http://web.archive.org/web/20160113172206/http://www.nbcnews.com:80/video/nightly-news/50403374,e6958c158239c5b9fed9a88e8dfc9085,we are strong supporters of the second mpd but we 've got to do something from getting the guns into the wrong hands .,NoArgument,train,NoArgument
gun control,http://www.theatlantic.com/magazine/archive/2012/12/the-case-for-more-guns-and-more-gun-control/309161/,http://web.archive.org/web/20160512215933/http://www.theatlantic.com:80/magazine/archive/2012/12/the-case-for-more-guns-and-more-gun-control/309161/,7d96be5be29f4f531de4bda75af0eed7,"( Zimmerman has pled not guilty , claiming he shot Martin in self-defense . )",NoArgument,train,NoArgument
gun control,http://www.enkivillage.com/the-best-arguments-for-gun-control.html,http://web.archive.org/web/20161010200322/http://www.enkivillage.com/the-best-arguments-for-gun-control.html,c36fe728a0f2302f4f59311e95262cb3,"Well , that is a lot of guns .",NoArgument,train,NoArgument
gun control,http://reason.com/archives/2013/07/18/why-second-amendment-supporters-are-righ,http://web.archive.org/web/20160508032850/http://reason.com:80/archives/2013/07/18/why-second-amendment-supporters-are-righ,3382276bb30a1e6381a708e52edfee10,"It is illegal to carry them in your concealed weapon ( unless you are an active duty officer ) and it is illegal to possess them for an "" unlawful purpose.",NoArgument,train,NoArgument
gun control,http://navajocodetalkers.org/9-principal-pros-and-cons-of-gun-control/,http://web.archive.org/web/20160506123220/http://navajocodetalkers.org:80/9-principal-pros-and-cons-of-gun-control/,4218fd703c80cd96c77d973a40e1ba10,These guns are legally bought and owned .,NoArgument,train,NoArgument
gun control,http://www.nytimes.com/interactive/2015/10/07/us/gun-control-explained.html,http://web.archive.org/web/20161006200011/http://www.nytimes.com/interactive/2015/10/07/us/gun-control-explained.html,a9c33e82db3466731f4eacdc163a5541,"Another example of the gun lobbys power came after Smith & Wesson broke with the rest of the gun industry in 2000 , agreeing to several control measures to settle government lawsuits over gun violence .",NoArgument,train,NoArgument
gun control,http://listverse.com/2013/12/12/10-arguments-against-gun-control/,http://web.archive.org/web/20160616054535/https://listverse.com/2013/12/12/10-arguments-against-gun-control/,c6798f40ab8c53c335651b52449bc3ec,"Right now , American legislators are up in arms , if youll pardon the pun , over the question of whether to limit some firearms ammunition capacities .",NoArgument,train,NoArgument
gun control,http://aattp.org/how-to-win-an-argument-with-a-gun-nut-every-time/,http://web.archive.org/web/20160512074738/http://aattp.org:80/how-to-win-an-argument-with-a-gun-nut-every-time/,653fe2ca4c126632a46c6e542ed089dc,"That , the fact that I live dead-center in StandYourGroundsville , FL and the that I write for AATTP brings me into pretty regular conflict with some of the nuttiest gun nuts out there .",NoArgument,train,NoArgument
gun control,http://reason.com/archives/2013/07/18/why-second-amendment-supporters-are-righ,http://web.archive.org/web/20160508032850/http://reason.com:80/archives/2013/07/18/why-second-amendment-supporters-are-righ,e417d4d2c37900abfd34e01c797b5b5d,"They also carry , on average , 2 spare magazines with that same capacity and ammunition .",NoArgument,train,NoArgument
gun control,http://www.theatlantic.com/magazine/archive/2012/12/the-case-for-more-guns-and-more-gun-control/309161/,http://web.archive.org/web/20160512215933/http://www.theatlantic.com:80/magazine/archive/2012/12/the-case-for-more-guns-and-more-gun-control/309161/,35b137f8d57a6554af07aefd306c8116,"Alderden , who recently retired , told me that opponents of concealed carry make an emotional argument rather than a logical one .",NoArgument,train,NoArgument
gun control,http://thefederalist.com/2016/06/21/4-major-problems-with-gun-control-arguments/,http://web.archive.org/web/20160622140159/http://thefederalist.com/2016/06/21/4-major-problems-with-gun-control-arguments/,f1df01923680acf4e1406549513bf2f9,"Third , liberals ensure Americans that government control of guns is not a restriction on Second-Amendment rights .",NoArgument,train,NoArgument
gun control,http://reason.com/archives/2013/07/18/why-second-amendment-supporters-are-righ,http://web.archive.org/web/20160508032850/http://reason.com:80/archives/2013/07/18/why-second-amendment-supporters-are-righ,2ea2ec42ce860b74a8776093984c8f22,"The tests actually had nothing to do with reliability or safety , as evidenced by the exemption of law enforcement firearms from them .",NoArgument,train,NoArgument
gun control,http://reason.com/archives/2013/07/18/why-second-amendment-supporters-are-righ,http://web.archive.org/web/20160508032850/http://reason.com:80/archives/2013/07/18/why-second-amendment-supporters-are-righ,533fe19c18879085a7c763d5d2b50a6f,The debate must be switched from small handguns to large assault rifles . ,NoArgument,train,NoArgument
gun control,http://aattp.org/how-to-win-an-argument-with-a-gun-nut-every-time/,http://web.archive.org/web/20160512074738/http://aattp.org:80/how-to-win-an-argument-with-a-gun-nut-every-time/,295b25efb4219c5550ef1bfa47d4dfbe,"Hand those guns to the people who do not like you , and find out who the REAL p **** is .",NoArgument,train,NoArgument
gun control,http://reason.com/archives/2013/07/18/why-second-amendment-supporters-are-righ,http://web.archive.org/web/20160508032850/http://reason.com:80/archives/2013/07/18/why-second-amendment-supporters-are-righ,c4c4a7a3cef002043bbdc29f63bff6f8,"The legislation it rushed through reduced the allowed magazine capacity to seven rounds ( effectively outlawing the many firearms for which seven round magazines have never been made ) , required background checks to buy ammunition , and greatly broadened its assault rifle ban . ",NoArgument,train,NoArgument
gun control,http://www.pbs.org/newshour/rundown/trump-argues-gun-control-background-checks-policy-paper/,http://web.archive.org/web/20160615140558/http://www.pbs.org/newshour/rundown/trump-argues-gun-control-background-checks-policy-paper/,7f73d2e3e0581375815ea18e01dceb1c,The position paper is the second Trump has released so far and mirrors many of the National Rifle Associations talking points .,NoArgument,train,NoArgument
gun control,http://www.nytimes.com/interactive/2015/10/07/us/gun-control-explained.html,http://web.archive.org/web/20161006200011/http://www.nytimes.com/interactive/2015/10/07/us/gun-control-explained.html,54b3a4e233525929e1da33747220e4d6,Gun control is one of the most sharply divisive issues in the U.S. today .,NoArgument,train,NoArgument
gun control,http://reason.com/archives/2013/07/18/why-second-amendment-supporters-are-righ,http://web.archive.org/web/20160508032850/http://reason.com:80/archives/2013/07/18/why-second-amendment-supporters-are-righ,c597bcc2ca6f4a075a20b8c6bd799ca3,"Is that the "" gun control crowd "" ?",NoArgument,train,NoArgument
gun control,http://aattp.org/how-to-win-an-argument-with-a-gun-nut-every-time/,http://web.archive.org/web/20160512074738/http://aattp.org:80/how-to-win-an-argument-with-a-gun-nut-every-time/,eff51c3c60e81d51208e36c9dcdd409f,"If nobody got shot , its a peaceful protest . ",NoArgument,train,NoArgument
